Id,Expected
4ef4d95ceea11957998906d3694abb47_1,
7330398846f67b5df7cdf3f33c3ca4d5_0,46851 8 48129 12 49409 12 50686 15 51966 15 53241 23 54521 23 55799 25 57079 25 58353 31 58421 13 59633 31 59701 13 60911 35 60974 25 62191 35 62254 25 63466 43 63526 35 64746 43 64806 35 66021 105 67293 116 68573 116 69766 35 69848 123 71046 35 71128 123 72316 55 72403 131 73596 55 73683 131 74868 73 74953 141 76148 73 76233 141 77423 233 78703 233 79978 241 81258 241 82533 248 83813 248 85091 253 86366 265 87646 265 88921 275 90201 275 91478 281 92758 281 94036 288 95316 288 96591 295 97871 295 99148 301 100428 301 101706 305 102986 305 104263 313 105541 323 106821 323 108096 330 109376 330 110653 338 111933 338 113211 343 114491 343 115768 348 117048 348 118326 355 119606 355 120883 363 122163 363 123441 370 124718 383 125998 383 127278 391 128558 391 129836 400 131116 400 132393 411 133673 411 134953 418 136233 418 137511 428 138791 428 140071 435 141351 435 142628 443 143906 455 145186 455 146466 460 147746 460 149023 468 150303 468 151583 476 152863 476 154141 483 155421 483 156698 488 157978 488 159258 491 160536 495 161816 495 163093 501 164373 501 165653 503 166933 503 168211 508 169491 508 170768 513 172048 513 173328 516 174608 516 175886 520 177166 520 178443 528 179723 531 181003 531 182281 535 183561 535 184841 535 186121 535 187398 538 188678 538 189956 543 191236 543 192516 543 193796 543 195073 548 196353 548 197633 548 198911 553 200191 553 201468 556 202748 556 204028 558 205308 558 206586 560 207866 560 209143 566 210423 566 211703 566 212983 566 214261 570 215541 570 216821 570 218098 576 219378 576 220658 576 221938 576 223218 576 224498 576 225776 578 227056 578 228336 580 229616 580 230896 580 232176 580 233453 583 234733 583 236013 586 237293 586 238573 586 239851 588 241131 588 242411 590 243691 590 244971 590 246251 590 247531 590 248811 590 250091 590 251371 590 252648 596 253928 596 255208 596 256488 596 257768 596 259048 596 260328 596 261608 598 262888 598 264168 598 265448 598 266728 598 268008 598 269288 598 270568 598 271848 601 273128 601 274408 601 275688 601 276968 601 278251 598 279531 598 280811 600 282091 600 283371 600 284651 600 285931 600 287211 600 288491 600 289771 600 291053 598 292333 598 293613 598 294893 598 296173 598 297453 598 298733 598 300013 598 301293 598 302576 595 303856 595 305136 593 306416 593 307696 593 308976 593 310258 588 311541 585 312821 585 314101 583 315381 583 316663 581 317943 581 319226 575 320506 575 321788 573 323068 573 324351 570 325631 570 326916 563 328196 563 329478 561 330763 556 332043 556 333331 548 334611 548 335898 538 337178 538 338468 528 339748 528 341036 520 342316 520 343598 518 344878 518 346161 513 347441 513 348723 511 350006 508 351286 508 352566 508 353846 508 355128 506 356408 506 357691 503 358971 503 360253 498 361533 498 362816 495 364096 495 365381 490 366661 490 367943 488 369226 483 370506 483 371788 481 373068 481 374348 478 375628 478 376908 478 378188 478 379468 478 380748 478 382028 476 383308 476 384588 476 385868 476 387151 470 388431 468 389711 468 390993 466 392273 466 393556 460 394836 460 396118 458 397398 458 398681 453 399961 453 401243 451 402523 451 403806 445 405086 445 406368 441 407651 438 408931 438 410213 433 411493 433 412776 430 414056 430 415336 428 416616 428 417898 426 419178 426 420461 420 421741 420 423023 416 424303 416 425593 406 426878 398 428158 398 429441 393 430721 393 432006 388 433286 388 434538 3 434571 380 435818 3 435851 380 437093 10 437141 368 438373 10 438421 368 439653 10 439708 361 440933 10 440988 361 442211 10 442271 355 443491 10 443551 355 444771 10 444833 351 446048 13 446118 343 447328 13 447398 343 448608 13 448681 340 449888 13 449961 340 451166 17 451241 338 452446 17 452521 338 453726 17 453803 336 455006 17 455083 336 456286 20 456366 330 457566 20 457646 330 458846 22 458928 328 460126 22 460208 328 461403 25 461493 323 462683 30 462776 318 463963 30 464056 318 465243 33 465341 313 466523 33 466621 313 467803 35 467911 300 469083 35 469191 300 470361 42 470476 295 471641 42 471756 295 472921 45 473041 290 474201 45 474321 290 475481 47 475603 286 476761 47 476883 286 478038 53 478166 283 479318 53 479446 283 480598 55 480728 278 481878 58 482011 275 483158 58 483291 275 484438 60 484573 271 485718 60 485853 271 486998 65 487141 12 487169 235 488278 65 488421 12 488449 235 489558 65 489734 227 490838 65 491014 227 492118 68 492296 225 493398 68 493576 225 494678 68 494859 220 495958 68 496139 220 497238 70 497421 218 498518 70 498701 218 499801 70 499984 212 501081 72 501266 210 502361 72 502546 210 503641 75 503829 205 504921 75 505109 205 506203 73 506391 203 507483 73 507671 203 508763 75 508956 195 510043 75 510236 195 511326 72 511519 192 512606 72 512799 192 513888 70 514084 185 515168 70 515364 185 516451 67 516646 180 517731 67 517926 180 519016 62 519211 173 520301 57 520496 165 521581 57 521776 165 522866 50 523061 158 524146 50 524341 158 525431 42 525626 150 526711 42 526906 150 527998 33 528191 140 529278 33 529471 140 530759 127 532039 127 533329 112 534609 112 535936 55 537216 55 538511 30
7330398846f67b5df7cdf3f33c3ca4d5_1,
5e8f14e1e0ae936de314f2d95e6c487f_0,678 73 1958 73 3236 77 4516 77 5791 85 7071 85 8348 91 9628 91 10908 91 12188 91 13466 95 14746 95 16023 101 17303 101 18583 103 19863 103 21141 108 22421 110 23701 110 24981 113 26261 113 27538 118 28818 118 30098 121 31378 121 32658 126 33938 126 35216 130 36496 130 37776 133 39056 133 40333 138 41613 138 42893 141 44173 141 45451 148 46731 148 48011 150 49291 150 50568 156 51848 156 53128 158 54408 158 55688 161 56968 161 58248 163 59528 163 60806 170 62086 170 63366 173 63619 12 64646 173 64899 12 65926 178 66174 37 67206 183 67451 55 68486 183 68731 55 69763 191 70004 70 71043 191 71284 70 72323 198 72559 80 73603 198 73839 80 74883 208 75114 90 76163 208 76394 90 77443 323 78723 323 80003 328 81283 328 82561 333 83841 333 85121 338 86401 338 87681 340 88961 340 90241 343 91521 343 92801 345 94081 345 95361 348 96641 348 97918 353 99198 353 100478 356 101758 356 103038 358 104318 358 105598 361 106878 361 108158 363 109438 363 110716 368 111996 370 113276 370 114556 373 115836 373 117116 375 118396 375 119673 381 120953 381 122233 381 123513 381 124793 383 126073 383 127353 386 128633 386 129913 386 131193 386 132473 388 133753 388 135031 393 136311 393 137591 393 138871 393 140151 395 141431 395 142711 395 143991 395 145271 398 146551 398 147828 401 149108 401 150388 403 151668 403 152948 406 154228 406 155508 406 156788 408 158068 408 159348 411 160628 411 161908 411 163188 411 164466 415 165746 415 167026 418 168306 418 169586 418 170866 418 172146 420 173426 420 174706 423 175986 423 177266 423 178546 423 179826 425 181106 425 182386 425 183666 425 184943 431 186223 431 187503 431 188783 431 190063 431 191343 431 192623 433 193903 433 195183 433 196463 433 197743 436 199023 436 200303 436 201583 438 202863 438 204143 438 205423 438 206703 438 207983 438 209263 441 210543 441 211823 441 213103 441 214383 441 215663 441 216946 438 218226 438 219506 440 220786 440 222066 440 223346 440 224628 438 225908 438 227188 441 228468 441 229748 441 231028 441 232308 441 233588 441 234871 438 236151 438 237431 438 238711 438 239991 440 241271 440 242553 438 243833 438 245113 438 246393 438 247673 438 248956 435 250236 435 251516 435 252796 435 254076 435 255356 435 256638 433 257918 433 259198 433 260478 433 261761 430 263041 430 264321 430 265601 430 266883 428 268163 428 269443 428 270723 428 272006 425 273286 425 274566 425 275846 425 277128 423 278408 423 279691 420 280971 420 282251 420 283531 420 284813 418 286093 418 287373 418 288656 415 289936 415 291216 415 292496 415 293778 413 295058 413 296338 413 297618 413 298901 410 300181 410 301463 408 302743 408 304023 408 305303 408 306583 408 307863 408 309146 405 310426 405 311706 405 312986 405 314268 401 315548 401 316828 401 318108 401 319391 398 320671 398 321953 393 323233 393 324513 393 325793 393 327076 390 328356 390 329638 386 330918 386 332198 386 333481 380 334761 380 336043 376 337323 376 338606 373 339886 373 341166 370 342446 370 343728 368 345008 368 346291 363 347571 363 348851 360 350131 360 351413 356 352693 356 353976 353 355256 353 356536 350 357816 350 359098 346 360378 346 361661 340 362941 340 364223 336 365503 336 366786 330 368066 330 369348 326 370628 326 371911 320 373191 320 374473 316 375756 308 377036 308 378318 301 379598 301 380883 291 382163 291 383446 283 384726 283 386011 270 387291 270 388576 260 389856 260 391141 250 392421 250 393708 238 394988 238 396276 225 397556 225 398841 215 400121 215 401409 200 402689 200 403974 70 404071 73 404154 5 405254 70 405351 73 405434 5 406544 47 406661 30 407824 47 407941 30
5e8f14e1e0ae936de314f2d95e6c487f_1,
314fe384eb2ba3adfda6c1899fdc9837_0,291476 38 292756 38 294019 65 295299 65 296569 82 297849 82 299121 95 300401 95 301674 107 302954 107 304226 120 305506 120 306781 130 308061 130 309339 135 310619 135 311894 145 313174 145 314451 150 315731 150 317009 157 318289 157 319566 165 320846 165 322124 172 323404 172 324684 175 325964 175 327241 183 328521 183 329799 187 331076 193 332356 193 333634 195 334914 195 336194 197 337474 197 338751 203 340031 203 341309 207 342589 207 343866 213 345146 213 346424 217 347704 217 348984 220 350264 220 351541 225 352821 225 354099 230 355379 230 356659 230 357939 230 359216 233 360496 233 361776 235 363056 235 364334 237 365614 237 366894 240 368174 240 369451 243 370731 243 372011 245 373291 245 374569 247 375849 250 377129 250 378406 253 379686 253 380966 255 382246 255 383524 257 384804 257 386084 260 387364 260 388641 263 389921 263 391201 265 392481 265 393759 267 395039 267 396319 267 397599 267 398876 273 400156 273 401436 273 402716 273 403996 275 405276 275 406554 277 407834 277 409114 277 410394 277 411671 280 412951 280 414231 283 415511 283 416791 283 418069 285 419349 285 420629 287 421909 287 423189 287 424469 287 425749 287 427029 287 428306 290 429586 290 430866 293 432146 293 433426 293 434706 293 435986 293 437266 293 438544 295 439824 295 441104 295 442384 295 443664 297 444944 297 446221 300 447501 300 448781 300 450061 300 451341 300 452621 300 453901 300 455181 300 456459 302 457739 302 459019 302 460299 302 461579 302 462859 305 464139 305 465419 305 466699 305 467979 305 469259 305 470539 305 471819 305 473099 305 474379 305 475659 305 476939 305 478219 305 479499 305 480779 305 482059 305 483339 305 484619 305 485899 305 487179 305 488461 303 489741 303 491021 303 492301 303 493581 303 494861 303 496141 303 497421 303 498701 303 499981 303 501261 303 502541 303 503821 300 505101 300 506381 300 507661 300 508941 300 510221 300 511501 300 512781 300 514061 300 515341 300 516621 300 517904 295 519184 295 520464 295 521744 295 523024 295 524304 295 525584 295 526864 295 528144 292 529424 292 530706 290 531986 290 533266 290 534546 290 535826 288 537106 288 538386 288 539666 288 540946 288 542226 288 543506 288 544786 288 546069 282 547349 282 548629 282 549909 280 551189 280 552471 278 553751 278 555031 275 556311 275 557591 275 558871 275 560154 270 561434 270 562714 267 563994 267 565274 265 566554 265 567836 260 569116 260 570396 258 571676 258 572956 255 574236 255 575519 252 576799 252 578079 247 579359 247 580641 243 581921 243 583204 237 584484 237 585764 235 587044 235 588326 228 589606 228 590886 223 592166 223 593449 215 594731 208 596011 208 597291 203 598571 203 599854 195 601134 195 602416 188 603696 188 604979 182 606259 182 607541 175 608821 175 610104 170 611384 170 612666 165 613946 165 615229 160 616509 160 617791 155 619071 155 620356 148 621636 148 622921 138 624201 138 625486 130 626766 130 628051 120 629331 120 630616 110 631896 110 633184 97 634464 97 635754 77
314fe384eb2ba3adfda6c1899fdc9837_1,
f8e26031fbb5e52c41545ba55aadaa77_0,
f8e26031fbb5e52c41545ba55aadaa77_1,
05734fbeedd0f9da760db74a29abdb04_0,318056 32 319336 32 320603 58 321883 58 323158 70 324438 70 325716 80 326996 80 328273 90 329553 90 330833 95 332113 95 333391 100 334668 108 335948 108 337228 113 338508 113 339786 117 341066 117 342343 125 343623 125 344903 128 346183 128 347461 132 348741 132 350021 137 351301 137 352578 143 353858 143 355138 148 356418 148 357696 155 358976 155 360256 157 361536 160 362816 160 364093 165 365373 165 366653 168 367933 168 369213 170 370493 170 371773 173 373053 173 374331 177 375611 177 376891 177 378171 177 379451 180 380731 180 382011 182 383291 182 384571 182 385851 185 387131 185 388411 188 389691 188 390971 188 392251 188 393528 193 394808 193 396088 196 397368 196 398648 196 399928 196 401208 198 402488 198 403768 198 405048 198 406328 196 407608 196 408888 196 410168 196 411448 193 412728 193 414008 193 415288 193 416568 193 417848 191 419128 191 420408 191 421688 191 422971 188 424251 188 425531 188 426811 188 428091 185 429371 185 430653 183 431933 183 433213 183 434493 183 435776 180 437056 180 438336 177 439618 175 440898 175 442178 173 443458 173 444741 170 446021 170 447301 170 448581 170 449863 165 451143 165 452426 162 453706 162 454988 160 456268 160 457551 155 458831 155 460113 153 461393 153 462676 147 463956 147 465238 143 466523 138 467803 138 469086 132 470366 132 471648 128 472928 128 474211 122 475491 122 476773 118 478053 118 479338 110 480618 110 481901 102 483181 102 484468 88 485748 88 487036 70 488316 70 489633 25 490913 25 662003 13 663283 13 664561 17 665841 17 667118 23 668398 23 669673 30 670953 30 672233 33 673513 33 674791 37 676071 37 677348 43 678623 50 679903 50 681181 55 682461 55 683738 58 685018 58 686293 65 687573 65 688848 73 690128 73 691406 75 692686 75 693961 82 695241 82 696518 88 697798 88 699076 90 700356 90 701633 95 702913 95 704191 100 705471 100 706751 100 708028 105 709308 105 710588 108 711868 108 713146 110 714426 110 715706 112 716986 112 718266 115 719546 115 720824 117 722104 117 723384 119 724664 119 725944 119 727224 119 728504 122 729784 122 731064 124 732344 124 733624 124 734904 127 736184 127 737464 127 738744 127 740026 127 741306 127 742586 130 743866 130 745146 130 746426 130 747706 132 748986 132 750266 132 751546 132 752828 133 754108 133 755388 133 756668 133 757948 135 759228 135 760508 135 761788 138 763068 138 764351 135 765631 135 766911 137 768191 137 769471 137 770751 137 772033 138 773313 138 774593 138 775873 138 777153 140 778433 140 779716 137 780996 137 782276 140 783556 140 784836 140 786116 140 787396 140 788678 140 789958 140 791238 140 792518 140 793798 143 795078 143 796361 140 797641 140 798921 142 800201 142 801481 142 802761 142 804043 140 805323 140 806603 143 807883 143 809163 143 810443 143 811726 140 813006 142 814286 142 815568 140 816848 140 818128 140 819408 140 820688 143 821968 143 823251 140 824531 140 825811 140 827091 140 828373 138 829653 138 830933 73 831013 58 832213 73 832293 58 833496 65 833583 50 834776 65 834863 50 836056 60 836148 45 837336 60 837428 45 838618 55 838708 45 839898 15 839923 23 839991 42 841178 15 841203 23 841271 42 842461 7 842553 40 843741 7 843833 40 845116 37 846396 37 847678 35 848958 35 850243 8 850263 10 851523 8 851543 10 852828 3 854108 3
05734fbeedd0f9da760db74a29abdb04_1,
9632a3c6f7f7fb2a643f15bd0249ddcc_0,
9632a3c6f7f7fb2a643f15bd0249ddcc_1,161718 10 162998 10 164276 15 165556 15 166833 18 168113 18 169393 18 170673 18 171953 18 173233 18 174511 20 175791 20 177071 20 178351 20 179631 20 180911 20 182188 25 183468 25 184748 25 186028 25 187308 25 188588 25 189868 25 191148 25 192431 20 193711 20 194991 20 196271 20 197553 15 198841 2 200121 2 433063 13 434343 13 435596 50 436876 50 438151 60 439431 60 440703 73 441983 73 443258 80 444538 80 445773 128 447053 128 448328 135 448741 5 449608 135 450021 5 450883 140 451298 13 452163 140 452578 13 453441 142 453856 15 454721 142 455136 15 455996 150 456413 20 457276 150 457693 20 458553 153 458971 22 459833 153 460251 22 461111 155 461528 28 462388 160 462806 33 463668 160 464086 33 464948 160 465361 38 466228 160 466641 38 467506 162 467913 48 468786 162 469193 48 470063 165 470448 73 471343 165 471728 73 472621 167 473003 81 473901 167 474283 81 475178 170 475561 83 476458 170 476841 83 477736 172 478121 83 479016 172 479401 83 480288 178 480678 86 481568 178 481958 86 482843 183 483236 88 484123 183 484516 88 485398 185 485796 90 486678 185 487076 90 487956 185 488353 93 489236 185 489633 93 490511 187 490913 93 491791 187 492193 93 493068 188 493473 93 494348 188 494753 93 495626 190 496031 95 496906 190 497311 95 498183 193 498591 95 499463 193 499871 95 500738 198 501151 95 502018 198 502431 95 503296 200 503711 95 504576 200 504991 95 505853 205 506268 98 507131 207 507548 98 508411 207 508828 98 509686 212 510108 98 510966 212 511388 98 512241 217 512668 98 513521 217 513948 98 514796 225 515228 98 516076 225 516508 98 517353 228 517788 98 518633 228 519068 98 519911 230 520348 98 521191 230 521628 98 522468 235 522908 98 523748 235 524188 98 525026 237 525468 96 526306 237 526748 96 527583 240 528028 96 528863 240 529308 96 530143 240 530588 96 531423 240 531868 96 532701 242 533148 96 533981 242 534428 96 535258 248 535708 96 536538 248 536988 96 537818 248 538268 96 539098 248 539548 96 540376 250 540828 93 541656 250 542108 93 542933 253 543386 95 544213 253 544666 95 545491 255 545946 95 546771 255 547226 95 548051 255 548506 93 549331 252 549786 93 550611 252 551066 93 551888 255 552346 93 553168 255 553626 93 554448 255 554906 93 555728 255 556186 93 557008 255 557466 90 558288 255 558746 90 559568 255 560028 88 560848 255 561308 88 562126 255 562588 85 563406 255 563868 85 564686 255 565151 82 565966 255 566431 82 567246 255 567711 80 568526 255 568991 80 569806 255 570273 78 571086 255 571553 78 572366 255 572836 72 573646 255 574116 72 574926 255 575398 70 576206 255 576678 70 577486 252 577961 65 578766 252 579241 65 580046 252 580521 62 581326 252 581801 62 582606 252 583083 60 583886 252 584363 60 585166 252 585646 52 586446 252 586926 52 587726 250 588211 42 589006 250 589491 42 590286 250 590776 32 591566 250 592056 32 592846 250 593346 20 594126 247 595406 247 596686 247 597966 247 599246 247 600526 247 601806 247 603086 247 604366 245 605646 245 606928 243 608208 243 609488 243 610768 243 612048 243 613328 243 614611 237 615891 237 617171 237 618451 237 619731 237 621011 237 622293 235 623573 235 624853 235 626133 235 627413 233 628693 233 629973 233 631253 233 632536 230 633816 230 635096 230 636376 227 637656 227 638936 227 640216 227 641496 225 642776 225 644056 225 645336 225 646616 222 647896 222 649176 222 650456 222 651736 220 653016 220 654296 220 655576 220 656856 217 658136 217 659416 217 660696 217 661976 217 663256 217 664536 215 665816 215 667096 215 668376 215 669658 210 670938 210 672218 210 673498 210 674778 208 676058 208 677338 208 678618 208 679898 205 681181 202 682461 202 683741 202 685021 202 686301 200 687581 200 688861 200 690141 200 691421 197 692701 197 693981 197 695261 197 696543 193 697823 193 699103 190 700383 190 701666 187 702946 187 704226 185 705506 185 706786 182 708066 182 709348 180 710628 180 711908 178 713188 178 714471 175 715751 175 717031 172 718311 172 719593 168 720873 168 722156 165 723436 165 724721 157 726003 155 727283 155 728566 150 729846 150 731128 148 732408 148 733691 142 734971 142 736253 138 737533 138 738813 138 740093 138 741376 132 742656 132 743936 10 743948 120 745216 10 745228 120 746513 113 747793 113 749076 107 750356 107 751638 103 752918 103 754201 97 755481 97 756761 97 758041 97 759326 87 760606 87 761888 15 761913 58 763168 15 763193 58 764476 52 765756 52 767038 45 768321 37 769601 37 770881 27 772161 27 773446 15 774726 15 1005466 5 1006746 5 1008023 8 1009303 8 1010583 10 1011863 10 1013141 12 1014421 12 1015701 12 1016981 12 1018261 12 1019541 12 1020818 15 1022098 15 1023378 15 1024658 15 1025938 15 1027218 15 1028498 15 1029778 15 1031056 17 1032336 22 1033616 22 1034896 27 1036176 27 1037456 35 1038736 35 1040016 37 1041296 37 1042576 40 1043856 40 1045136 40 1046416 40 1047696 40 1048976 40 1050253 43 1051533 43 1052813 43 1054093 43 1055373 43 1056653 43 1057933 43 1059213 43 1060493 40 1061773 40 1063053 38 1064333 38 1065613 35 1066893 35 1068173 20 1068198 8 1069453 20 1069478 8 1070731 22 1072011 22 1073291 20 1074571 20 1075851 20 1077131 20 1078411 20 1079691 17 1080971 17 1082251 15 1083531 15 1084811 12 1086091 12 1087368 13 1088648 13 1089928 13 1091208 13 1092488 13 1093768 13 1095048 10 1096328 10 1097606 12 1098886 12 1100166 12 1101446 12 1102726 12 1104006 12 1105286 12 1106566 12 1107846 12 1109126 12 1110406 12 1111686 12 1112966 12 1114246 12 1115526 12 1116806 12 1118086 12 1119366 12 1120646 12 1121926 12 1123206 12 1124486 12 1125766 12 1127048 10 1128328 10 1129608 10 1130888 10 1132168 10 1133448 10 1134728 8 1136008 8 1137288 8 1138568 8 1139848 8 1141128 8 1142411 2 1143691 2
cb2eb1ef57af2ed9fbb63b28163a7459_0,302751 2 304031 2 305311 5 306591 5 307876 2 309156 2 310438 3 311721 2 313001 2 314283 3 315563 3 316846 2 318126 2 319408 3 320688 3 321961 2 321968 5 323241 2 323248 5 324521 15 325801 15 327083 15 328363 15 329643 18 330926 17 332206 17 333486 20 334766 20 336048 18 337328 18 338611 17 339891 17 341171 20 342451 20 343733 18 345013 18 346296 17 347576 17 348856 17 350138 18 351418 18 352698 20 353978 20 355261 17 356541 17 357821 20 359101 20 360331 7 360383 18 361611 7 361663 18 362883 25 362946 15 364163 25 364226 15 365438 38 365506 15 366718 38 366786 15 367988 50 368068 15 369263 58 369348 15 370543 58 370628 15 371821 60 371911 12 373101 60 373191 12 374376 67 374471 15 375656 67 375751 15 376931 72 377031 15 378211 72 378311 15 379483 83 379593 15 380763 83 380873 15 382036 90 382153 15 383316 90 383433 15 384588 98 384713 18 385868 98 385993 18 387141 107 387273 18 388403 125 388553 18 389683 125 389833 18 390956 135 391113 20 392236 135 392393 20 393513 140 393673 20 394793 140 394953 20 396073 140 396233 20 397353 140 397513 20 398633 143 398791 25 399913 143 400071 25 401193 145 401351 25 402473 145 402631 25 403751 185 405031 185 406308 190 407588 190 408868 190 410151 190 411431 190 412711 190 413991 190 415271 190 416551 190 417833 190 419113 190 420393 190 421673 190 422953 190 424233 190 425516 190 426796 190 428076 190 429358 190 430638 190 431918 190 433198 190 434481 187 435761 187 437041 190 438321 190 439601 190 440881 190 442163 190 443443 190 444723 190 446006 187 447286 187 448566 190 449846 190 451128 188 452408 188 453688 188 454968 188 456251 185 457531 185 458811 185 460091 185 461373 183 462653 180 463933 180 465216 165 466496 165 467776 160 469056 160 470338 155 471618 155 472898 153 474178 153 475461 150 476741 150 478021 150 479301 150 480581 150 481863 148 483143 148 484423 148 485703 148 486986 145 488266 145 489546 140 490826 140 492108 128 493388 128 494668 100 494781 5 495948 100 496061 5 497228 93 498508 93 499791 87 501071 85 502351 85 503631 85 504911 85 506193 80 507473 80 508756 72 510036 72 511316 70 512596 70 513878 65 515158 65 516438 63 517718 63 519001 57 520281 55 521561 55 522843 28 522883 10 524123 28 524163 10 525403 25 526683 25 527966 22 529246 22 530526 22 531806 22 533088 23 534368 23 535651 20 536931 20 538211 22 539493 20 540773 20 542056 20 543336 20 544618 20 545898 20 547181 22 548461 22 549743 23 551023 23 552306 20 553586 20 554868 18 556148 18 557431 15 558716 10 559996 10 561278 8 562558 8
cb2eb1ef57af2ed9fbb63b28163a7459_1,269393 28 270673 28 271946 42 273226 42 274501 52 275776 62 277056 62 278333 70 279613 70 280891 75 282171 75 283448 80 284728 80 286006 85 287286 85 288563 90 289843 90 291121 95 292401 95 293678 103 294956 107 296236 107 297516 110 298796 110 300073 115 301353 115 302633 118 303913 118 305191 120 306471 120 307748 128 309028 128 310308 130 311586 135 312866 135 314146 137 315426 137 316706 140 317986 140 319263 145 320543 145 321823 138 321963 5 323103 138 323243 5 324383 138 325663 138 326941 142 328221 142 329501 142 330781 145 332061 145 333341 145 334621 145 335901 147 337181 147 338461 150 339741 150 341021 150 342301 150 343581 152 344861 152 346141 155 347421 155 348698 158 349978 160 351258 160 352538 160 353818 160 355098 163 356378 163 357658 163 358938 163 360218 113 360338 45 361498 113 361618 45 362778 105 362908 38 364058 105 364188 38 365341 97 365476 30 366621 97 366756 30 367901 87 368038 30 369181 82 369321 27 370461 82 370601 27 371741 80 371881 30 373021 80 373161 30 374301 75 374443 28 375581 75 375723 28 376861 70 377003 28 378141 70 378283 28 379423 60 379566 27 380703 60 380846 27 381983 53 382126 27 383263 53 383406 27 384543 45 384686 27 385823 45 385966 27 387103 38 387248 25 388383 20 388528 25 389663 20 389808 25 390946 10 391091 22 392226 10 392371 22 393506 7 393653 20 394786 7 394933 20 396066 7 396213 20 397346 7 397493 20 398626 7 398776 15 399906 7 400056 15 401188 5 401338 13 402468 5 402618 13 403748 3 405028 3 522871 12 524151 12 525428 23 526708 23 527988 23 529268 23 530548 23 531828 23 533111 17 534391 17 535671 17 536951 17 538233 13 539513 13 540793 13 542076 10 543356 10 544638 8 545918 8 547203 3 548483 3
391adc0bb223c4eaf3372eae567c94ea_0,794216 2 794251 5 795496 2 795531 5 796766 10 796816 12 798046 10 798096 12 799321 12 799378 15 800601 12 800658 15 801878 13 801943 15 803158 13 803223 15 804441 7 804508 13 805721 7 805788 13 807071 10 808351 10
391adc0bb223c4eaf3372eae567c94ea_1,791668 15 792948 15 794218 33 795498 33 796776 40 798056 40 799333 45 800613 45 801891 52 803171 52 804448 60 805728 60 807008 63 808288 63 809571 55 810851 55 812136 47 813421 40 814701 40 815991 27 817271 27 818561 15 819841 15
d3694abb47953b0e4909384b57bb6a05_0,461291 15 462566 25 463846 25 465123 33 466403 33 467681 40 468961 40 470236 52 471516 52 472793 60 474073 60 475348 68 476628 68 477903 75 479183 75 480458 83 481733 88 483013 88 484291 92 485571 92 486846 97 488126 97 489403 103 490683 103 491961 105 493241 105 494521 107 495801 107 497078 110 498358 110 499636 112 500913 115 502193 115 503473 118 504753 118 506031 120 507311 120 508591 120 509871 120 511148 123 512428 123 513706 125 514986 125 516266 125 517546 125 518823 128 520101 130 521381 130 522658 133 523938 133 525218 135 526498 135 527776 137 529056 137 530333 140 531613 140 532891 142 534171 142 535448 145 536728 145 538006 147 539283 150 540563 150 541841 152 543121 152 544398 155 545678 155 546956 157 548236 157 549513 160 550793 160 552068 165 553348 165 554626 167 555906 167 557183 170 558461 172 559741 172 561016 177 562296 177 563571 182 564851 182 566116 200 567396 200 568673 203 569953 203 571233 203 572513 203 573791 205 575071 205 576351 205 577628 208 578908 208 580188 208 581468 208 582748 208 584028 208 585308 208 586588 208 587866 210 589146 210 590426 210 591706 210 592986 210 594266 210 595546 210 596823 213 598103 213 599383 213 600663 213 601943 213 603223 213 604503 213 605783 213 607061 215 608341 215 609621 212 610901 212 612181 212 613461 212 614738 215 616018 215 617298 215 618576 217 619856 217 621136 215 622416 215 623696 215 624976 215 626253 218 627533 218 628813 218 630093 218 631373 218 632653 218 633933 218 635213 218 636493 218 637773 218 639053 218 640333 218 641613 218 642893 218 644173 218 645453 218 646733 218 648013 218 649293 218 650573 218 651853 218 653133 218 654413 215 655693 215 656976 212 658256 212 659536 212 660816 212 662096 210 663376 210 664656 210 665936 210 667218 208 668498 208 669781 202 671061 202 672341 202 673623 200 674903 200 676186 197 677466 197 678751 190 680031 190 681313 188 682593 188 683878 183 685158 183 686441 180 687721 180 689003 175 690286 172 691566 172 692848 170 694128 170 695413 165 696693 165 697976 160 699256 160 700541 155 701821 155 703108 148 704388 148 705673 140 706953 140 708238 135 709523 130 710803 130 712086 127 713366 127 714648 123 715928 123 717211 120 718491 120 719773 118 721053 118 722336 112 723616 112 724901 107 726181 107 727463 103 728746 100 730026 100 731308 95 732588 95 733873 88 735153 88 736436 82 737716 82 739001 75 740281 75 741568 65 742848 65 744136 52 745416 52 746703 43 747986 37 749266 37 750548 30 751828 30 753111 22 754391 22 755678 8 756958 8
d3694abb47953b0e4909384b57bb6a05_1,
